,,,,,,,,,,,,,59505-21612:Nick Ahmed,59505-21612,SS,Nick,Nick Ahmed,Ahmed,20.04600002,40,2100,SF@ARI,ARI,SF,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-79141:Ryan O'Hearn,59505-79141,1B,Ryan,Ryan O'Hearn,O'Hearn,16.47,18,2100,KC@TB,KC,TB,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-21797:Jose Peraza,59505-21797,2B/OF,Jose,Jose Peraza,Peraza,15.98822226,18,2100,COL@NYM,NYM,COL,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-101820:Matt Beaty,59505-101820,1B/OF,Matt,Matt Beaty,Beaty,20.28566663,36,2100,LAD@HOU,LAD,HOU,,,,,,C/1B/OF/UTIL
,,,,,,,,,,,,,59505-13961:Kevin Kiermaier,59505-13961,OF,Kevin,Kevin Kiermaier,Kiermaier,17.29333331,30,2100,KC@TB,TB,KC,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-110404:Mike Brosseau,59505-110404,2B/3B,Mike,Mike Brosseau,Brosseau,17.34366668,36,2100,KC@TB,TB,KC,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-13253:Martin Maldonado,59505-13253,C,Martin,Martin Maldonado,Maldonado,19.66233335,36,2100,LAD@HOU,HOU,LAD,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-5189:Josh Reddick,59505-5189,OF,Josh,Josh Reddick,Reddick,19.99000003,5,2000,SF@ARI,ARI,SF,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-21584:Rougned Odor,59505-21584,2B/3B,Rougned,Rougned Odor,Odor,22.204,25,2000,TOR@NYY,NYY,TOR,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-38004:Austin Hedges,59505-38004,C,Austin,Austin Hedges,Hedges,19.62513043,23,2000,CLE@DET,CLE,DET,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-102577:Santiago Espinal,59505-102577,SS,Santiago,Santiago Espinal,Espinal,4.03043465,23,2000,TOR@NYY,TOR,NYY,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-83188:Kelvin Gutierrez,59505-83188,3B,Kelvin,Kelvin Gutierrez,Gutierrez,5.122222053,9,2000,KC@TB,KC,TB,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-13691:Ender Inciarte,59505-13691,OF,Ender,Ender Inciarte,Inciarte,3.805555556,18,2000,ATL@BOS,ATL,BOS,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-13694:Marwin Gonzalez,59505-13694,1B/2B,Marwin,Marwin Gonzalez,Gonzalez,6.321428571,42,2000,ATL@BOS,BOS,ATL,,,,,,C/1B/2B/UTIL
,,,,,,,,,,,,,59505-79279:Andrew Stevenson,59505-79279,OF,Andrew,Andrew Stevenson,Stevenson,4.57179495,39,2000,CIN@WSH,WSH,CIN,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-38326:Nomar Mazara,59505-38326,OF,Nomar,Nomar Mazara,Mazara,6.517391039,23,2000,CLE@DET,DET,CLE,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-96764:Jonathan Davis,59505-96764,OF,Jonathan,Jonathan Davis,Davis,4.472413688,29,2000,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-81511:Kyle Farmer,59505-81511,2B/SS,Kyle,Kyle Farmer,Farmer,5.224999861,44,2000,CIN@WSH,CIN,WSH,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-119412:Owen Miller,59505-119412,SS,Owen,Owen Miller,Miller,4.299999873,3,2000,CLE@DET,CLE,DET,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-118408:Yoshi Tsutsugo,59505-118408,3B/OF,Yoshi,Yoshi Tsutsugo,Tsutsugo,4.216128934,31,2000,LAD@HOU,LAD,HOU,,,,,,3B/OF/UTIL
,,,,,,,,,,,,,59505-82585:Khalil Lee,59505-82585,OF,Khalil,Khalil Lee,Lee,1.587499976,8,2000,COL@NYM,NYM,COL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-82605:Keston Hiura,59505-82605,1B/2B,Keston,Keston Hiura,Hiura,5.403571538,28,2000,SD@MIL,MIL,SD,,,,,,C/1B/2B/UTIL
,,,,,,,,,,,,,59505-17096:Wilfredo Tovar,59505-17096,SS,Wilfredo,Wilfredo Tovar,Tovar,3.125,4,2000,COL@NYM,NYM,COL,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-82655:Danny Jansen,59505-82655,C,Danny,Danny Jansen,Jansen,4.456756592,37,2000,TOR@NYY,TOR,NYY,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-54049:Aledmys Diaz,59505-54049,2B,Aledmys,Aledmys Diaz,Diaz,7.596153846,26,2000,LAD@HOU,HOU,LAD,DTD,Hamstring,,,,2B/UTIL
,,,,,,,,,,,,,59505-5948:Brett Gardner,59505-5948,OF,Brett,Brett Gardner,Gardner,4.276315789,38,2000,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-102341:DJ Peters,59505-102341,OF,DJ,DJ Peters,Peters,4.081250191,16,2000,LAD@HOU,LAD,HOU,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-5104:Pablo Sandoval,59505-5104,3B,Pablo,Pablo Sandoval,Sandoval,4.480000087,35,2000,ATL@BOS,ATL,BOS,,,,,,3B/UTIL
